P0,P1,P2,P3,P4,P5,Q0,Q1,Q2,Q3,Q4,Q5,V0,V1,V2,V3,V4,V5,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5
-0.50029373,-0.75023603,-0.6057881,0.6321827,0.5933008,0.5817514,-0.256878,-0.43125618,-0.71700394,0.63221234,0.5933322,0.58216095,1.05,1.05,1.07,0.99518627,0.9982859,1.015664,0.0,-0.7303433,-1.027737,-2.0586162,-2.6790376,-2.6103976
-0.50029397,-0.7929237,-0.65614593,0.6451444,0.61655927,0.6343151,-0.27807394,-0.46626216,-0.76637775,0.6445205,0.61649513,0.63485545,1.05,1.05,1.07,0.9935221,0.99487555,1.011206,4.621744e-10,-0.6657511,-0.9307309,-2.0520756,-2.7056158,-2.6670272
-0.50054,-0.7845436,-0.6539568,0.61560297,0.60591227,0.6645347,-0.26033577,-0.45308286,-0.7867105,0.61593026,0.6061157,0.66511536,1.05,1.05,1.07,0.9962455,0.9957832,1.0091766,6.0504673e-10,-0.7120123,-1.0529408,-2.0259957,-2.744918,-2.8209763
-0.50002784,-0.72409445,-0.58739746,0.5665175,0.5884574,0.6113321,-0.22059068,-0.39407974,-0.74144596,0.56621253,0.58830893,0.61156285,1.05,1.05,1.07,1.0012089,0.99919766,1.0136257,0.0,-0.8182043,-1.2734737,-1.9928756,-2.7783604,-2.8558137
-0.50107294,-0.8010272,-0.6572833,0.66057736,0.66898465,0.5741717,-0.3051477,-0.4771208,-0.74146867,0.6594817,0.66894335,0.57488585,1.05,1.05,1.07,0.9914857,0.9906544,1.014771,0.0,-0.5920456,-0.77848077,-2.0467613,-2.7274418,-2.432694
-0.50010335,-0.78815585,-0.6612022,0.5853767,0.64716625,0.66327465,-0.26191714,-0.44743118,-0.8039957,0.5856338,0.64704543,0.6636778,1.05,1.05,1.07,0.99838537,0.99225026,1.0085883,8.4730983e-10,-0.69705147,-1.080184,-1.973243,-2.8364582,-2.848197
-0.500612,-0.852349,-0.721614,0.6807706,0.64595336,0.68811727,-0.31548932,-0.519394,-0.8172355,0.67987823,0.6468382,0.6883677,1.05,1.05,1.07,0.98967004,0.99037445,1.0065699,1.7961264e-09,-0.55975676,-0.7332712,-2.0646176,-2.7113395,-2.649724
-0.5006042,-0.7899152,-0.6531872,0.6321488,0.6335104,0.6239473,-0.27852568,-0.46127415,-0.765687,0.63184893,0.6335831,0.62437975,1.05,1.05,1.07,0.9944927,0.99356896,1.0117189,4.0781498e-10,-0.6652861,-0.9413726,-2.0319645,-2.7427685,-2.6557744
-0.50087845,-0.8061126,-0.68153304,0.58195627,0.69050276,0.65925306,-0.27969563,-0.46092317,-0.8190621,0.5817699,0.69077826,0.6600464,1.05,1.05,1.07,0.9980684,0.98798406,1.0080904,2.249986e-09,-0.64783406,-1.0024146,-1.9475605,-2.8960755,-2.7940848
-0.50027317,-0.7780758,-0.65418637,0.56403804,0.63438827,0.6824742,-0.2459895,-0.4344152,-0.8151319,0.5639751,0.6342758,0.68291634,1.05,1.05,1.07,1.00052,0.9934621,1.0073767,1.1232197e-09,-0.7380849,-1.1812475,-1.9576159,-2.8595932,-2.9629548
