P0,P1,P2,P3,P4,P5,Q0,Q1,Q2,Q3,Q4,Q5,V0,V1,V2,V3,V4,V5,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5
-0.5,-0.7130025,-0.5702609,0.58103406,0.59047276,0.56621253,-0.22585928,-0.3908589,-0.70691997,0.5820329,0.59258634,0.5665093,1.05,1.05,1.07,1.0000643,0.9994389,1.0169762,0.0,-0.8108859,-1.2203695,-2.0112717,-2.7353468,-2.7214231
-0.50070417,-0.8127694,-0.67776054,0.6627941,0.6287354,0.64330006,-0.29506695,-0.48600996,-0.7773151,0.6632916,0.6285791,0.64373726,1.05,1.05,1.07,0.9916863,0.9932503,1.0103552,2.2294224e-09,-0.62261254,-0.8373959,-2.0621247,-2.696674,-2.6203632
-0.5271003,-0.7629831,-0.6765223,0.6970388,0.6225484,0.588484,-0.29737294,-0.5042229,-0.7267329,0.69766986,0.6235599,0.5882375,1.05,1.05,1.07,0.9888543,0.9943173,1.0145777,1.910299e-09,-0.7672133,-0.77745897,-2.2116723,-2.6963148,-2.4962244
-0.5,-0.7690409,-0.63264906,0.60119504,0.6446985,0.6055605,-0.26443708,-0.43703347,-0.757038,0.6009986,0.6444695,0.6055922,1.05,1.05,1.07,0.9972303,0.9933139,1.0130633,0.0,-0.69575346,-1.0383815,-1.9962308,-2.7875423,-2.6779509
-0.5647969,-0.74999714,-0.67738324,0.6952156,0.67631674,0.56454474,-0.30319536,-0.5264148,-0.7332023,0.6949357,0.6764728,0.5651857,1.05,1.05,1.07,0.9885964,0.9896608,1.0155286,9.2855096e-10,-0.9264293,-0.9478124,-2.3271408,-2.928495,-2.6241376
-0.5006534,-0.82767284,-0.69497895,0.67647856,0.6250651,0.663428,-0.3028761,-0.5010739,-0.79073876,0.6771259,0.6246736,0.66373414,1.05,1.05,1.07,0.9903803,0.99303955,1.0088494,3.0212401e-09,-0.60205466,-0.78965205,-2.075972,-2.680448,-2.6320462
-0.50035965,-0.8120066,-0.6822315,0.6286477,0.6527621,0.65679824,-0.28783673,-0.47639263,-0.7991813,0.62904066,0.6527423,0.6573663,1.05,1.05,1.07,0.99441993,0.9911526,1.0089576,0.0,-0.6325967,-0.91225374,-2.0125384,-2.7792253,-2.7127037
-0.5,-0.75353456,-0.61391485,0.60595614,0.62679005,0.5860591,-0.25768524,-0.4262163,-0.73525125,0.60596085,0.6271964,0.5869065,1.05,1.05,1.07,0.9971481,0.9953636,1.0148227,0.0,-0.72216415,-1.0606453,-2.0115235,-2.7535338,-2.655354
-0.5,-0.7667926,-0.631272,0.5659367,0.69758284,0.58067465,-0.26767066,-0.42561996,-0.762096,0.5666726,0.698029,0.5819529,1.05,1.05,1.07,0.9996799,0.9889273,1.0140455,0.0,-0.6809591,-1.0641959,-1.9350474,-2.8959994,-2.6645942
-0.5531336,-0.78606236,-0.7098795,0.6899925,0.6779955,0.6206338,-0.31071207,-0.53665763,-0.77797127,0.68928504,0.67788917,0.621622,1.05,1.05,1.07,0.98881894,0.98846745,1.0112308,3.5435557e-09,-0.8387903,-0.8892178,-2.2632792,-2.9127464,-2.6940875
-0.5012582,-0.8622883,-0.73856854,0.65765643,0.68448806,0.6963855,-0.32208028,-0.5221821,-0.8419165,0.65795887,0.6840105,0.69687617,1.05,1.05,1.07,0.9910745,0.9868006,1.0052648,5.2535536e-09,-0.5378593,-0.7345341,-2.0226467,-2.7945867,-2.686345
-0.50034,-0.8027248,-0.6597838,0.6892258,0.626873,0.59109676,-0.30500826,-0.48623794,-0.7348531,0.68992794,0.6267529,0.5914118,1.05,1.05,1.07,0.9893888,0.99393547,1.0143225,3.3474266e-09,-0.60433304,-0.74568003,-2.0947661,-2.6360047,-2.4327235
-0.5006437,-0.8142448,-0.68303,0.6771662,0.5767606,0.6880683,-0.2835914,-0.4914552,-0.7900824,0.67783993,0.5760185,0.6879807,1.05,1.05,1.07,0.9909351,0.99732435,1.0078143,4.5669375e-09,-0.65882874,-0.87903625,-2.1013346,-2.6318967,-2.7435796
-0.50052947,-0.8266797,-0.6997179,0.62338156,0.6779213,0.66730833,-0.29724404,-0.4859423,-0.8180702,0.62361914,0.67768204,0.6680553,1.05,1.05,1.07,0.99447316,0.9885444,1.0076917,3.6507844e-10,-0.6028653,-0.87915313,-1.9935646,-2.8211906,-2.7201724
-0.5004273,-0.8112349,-0.67878115,0.6326426,0.662539,0.63900536,-0.29302529,-0.47649163,-0.78917056,0.63289195,0.6626759,0.63977087,1.05,1.05,1.07,0.9939969,0.9904322,1.0101433,8.828044e-10,-0.6191386,-0.8819238,-2.0128865,-2.7784543,-2.6509008
-0.5003389,-0.8049921,-0.67753047,0.62205404,0.6319619,0.67434776,-0.27604866,-0.4696975,-0.80451274,0.62225986,0.63176465,0.6748243,1.05,1.05,1.07,0.9952958,0.99299973,1.0079777,4.976094e-10,-0.6655356,-0.9766903,-2.0168314,-2.769375,-2.7947986
