Epoch,Train_Loss,Val_Loss
1,0.5399480135573281,0.2703756902217865
2,0.2103499444855584,0.1678383446931839
3,0.15370790354410807,0.13774260437488556
4,0.12737485550509559,0.11560363215208054
5,0.11580476001236174,0.10980846184492112
6,0.10468081256416109,0.09933322471380233
7,0.09786770959032906,0.09326397895812988
8,0.09250310552120208,0.0937250280380249
9,0.09209831698735554,0.08616447228193283
10,0.08871321409278446,0.09085803526639938
11,0.08612601116630766,0.08363660115003586
12,0.0828981107208464,0.08156393390893936
13,0.07968863497840034,0.08314291590452194
14,0.07982016762097677,0.08438467365503312
15,0.07892263872424761,0.07561319303512573
16,0.07589592298534181,0.0797574554681778
17,0.07599105879333284,0.07520113843679428
18,0.07349790863196055,0.07113158351182938
19,0.07132612054877811,0.07806035953760147
20,0.07026714463366403,0.07266173166036606
21,0.06765593035353555,0.07075309991836548
22,0.06812302327156067,0.0638102697134018
23,0.06609518483943409,0.0643500953912735
24,0.06667898428440094,0.06858128789067268
25,0.06279702821042803,0.06848519027233124
26,0.06318722318940692,0.06758822005987167
27,0.06292997883425819,0.06298558807373048
28,0.06373003539774152,0.0627744822204113
29,0.0611840869585673,0.062254213631153105
30,0.06013145179218716,0.06493814134597778
31,0.06043029293749067,0.05596608394384384
32,0.06023338778151406,0.06114578646421433
33,0.057649356441365346,0.05701089343428612
34,0.059201123674710594,0.05409749311208725
35,0.058144245362944075,0.05380004733800888
36,0.0581111090083917,0.05463928458094597
37,0.056884587675333026,0.056323755204677584
38,0.055996502326594456,0.05723625135421753
39,0.055609566357400685,0.05561991041898728
40,0.05523037522700098,0.05223870426416397
41,0.054366019384728535,0.05313847377896309
42,0.05676608653200997,0.050996284395456316
43,0.055399004611704085,0.05541782742738724
44,0.05533085270722707,0.051550921887159346
45,0.05242706299159262,0.051070840179920196
46,0.05191654869914055,0.05643105697631836
47,0.05389454397228029,0.05498677870631218
48,0.051706271525886326,0.049547376483678816
49,0.052442711893055174,0.053248420715332034
50,0.0519915334350533,0.05423546466231346
51,0.052153478645616105,0.050284834504127504
52,0.05259288261334101,0.049710230708122256
53,0.05013242819243007,0.05142396467924118
54,0.050960246606005566,0.05307680639624596
55,0.050778858714633515,0.04841474783420563
56,0.0511256358159913,0.05182026991248131
57,0.048063319749302336,0.05272987335920334
58,0.050705975476238466,0.04925898566842079
