Epoch,Train_Loss,Val_Loss
1,0.738410803741879,0.5180870537757873
2,0.41591794453726877,0.3319372072219849
3,0.2964954178598192,0.2672880187034607
4,0.24211351137691073,0.22277705991268157
5,0.20994474992487167,0.20597297430038453
6,0.19392945888307359,0.19086532044410706
7,0.1834050405820211,0.18038497972488404
8,0.1715037998755773,0.17430580139160157
9,0.16724703334437477,0.15731064641475678
10,0.16088212554984624,0.15917751228809357
11,0.15342808796299828,0.14557339918613435
12,0.14784254513846504,0.15150544846057892
13,0.1454024376736747,0.14336946964263916
14,0.13857021552986568,0.14365505981445312
15,0.13693833748499554,0.14359198772907258
16,0.1337865651845932,0.1294552935361862
17,0.12881769782967037,0.13260935121774672
18,0.12818850048383076,0.12927682077884675
19,0.12618182096216413,0.12055626034736633
20,0.11988643970092137,0.12311933994293213
21,0.12060328623983595,0.12081685280799866
22,0.11763817784521315,0.11680059045553208
23,0.11449488159683016,0.11914650994539261
24,0.11388367617792554,0.11115133780241013
25,0.11175410089890161,0.10702449429035187
26,0.10941368744108412,0.10891083413362503
27,0.10607838986317317,0.10805699092149734
28,0.10731307518482208,0.10270849812030793
29,0.10473451079924902,0.10301938360929488
30,0.10524104041523404,0.1071127051115036
31,0.10350862828228209,0.10750277549028396
32,0.10105231607622571,0.09941014176607132
33,0.10047110591994392,0.09979902493953705
34,0.10081282057364782,0.09807044398784638
35,0.09653758979505962,0.09735070461034775
36,0.09463258298238118,0.09901387530565262
37,0.09491882120900684,0.09629468363523483
38,0.0940876728826099,0.09438448882102966
39,0.09331702791982227,0.10154384028911591
40,0.0944295925034417,0.09450234669446946
41,0.09079375525315603,0.08846230852603912
42,0.0926459416879548,0.09443995702266693
43,0.08961794954538345,0.09055505186319351
44,0.0891892124414444,0.0932067801952362
45,0.089880758550432,0.0881007696390152
46,0.08887714164124595,0.088303626537323
47,0.0890054323805703,0.0845293585062027
48,0.08720455923345354,0.0902352346777916
49,0.08498188559876547,0.0876884355545044
50,0.08484388049443563,0.09158419489860535
51,0.08268633113967047,0.08287011688947678
52,0.08563031429052353,0.08683217716217041
53,0.08492652730147043,0.08098715656995774
54,0.08303458368778228,0.08299601626396179
55,0.08382612086666955,0.08330368721485137
56,0.08482217858897315,0.0785838423371315
57,0.08138523810439639,0.07791755843162537
58,0.07777046863238017,0.08000104331970215
59,0.08074861258268357,0.07967351114749908
60,0.07891376270850499,0.0829884592294693
61,0.08082049134704802,0.0793875412940979
62,0.07863650629255507,0.08437419325113296
63,0.07897615013519924,0.07816710966825485
64,0.07739503174689082,0.07705987811088562
65,0.07918174181381861,0.08168054020404816
66,0.0792127532131142,0.07869464629888534
67,0.07641469063030348,0.07929019665718079
68,0.07835933142900467,0.08070531904697419
69,0.07769549171792137,0.07642462664842606
70,0.0768124231894811,0.07465192151069641
71,0.07800839877128601,0.0787569691836834
72,0.07613575273089938,0.07907353961467743
73,0.07467233738634321,0.07428065514564514
74,0.0775038187901179,0.07637963157892227
75,0.07416321084896724,0.07815988779067994
76,0.07687423626581828,0.0752624642252922
77,0.0738168338338534,0.07517156678438186
78,0.07233043833573659,0.07496651148796081
79,0.07438823125759761,0.07718343275785446
80,0.07426381441619662,0.07437691622972488
81,0.07383574641413158,0.07474732676148414
82,0.07310848736100727,0.0717874368429184
83,0.07298764746056663,0.07253831630945205
84,0.0732013628118568,0.07239117217063903
85,0.07228928898440468,0.07429070830345154
86,0.07096512038177914,0.07551011896133422
87,0.07194413712289598,0.07437581026554108
88,0.07122298202912013,0.07510203388333321
89,0.07065368444389768,0.0785058732330799
90,0.07168460346592798,0.06955435407161713
91,0.07022248079379399,0.0706344792842865
92,0.07190855940845278,0.07370859712362289
93,0.07040664646360609,0.0732898964881897
94,0.06959214693639014,0.0706114810705185
95,0.06974851042694516,0.06626848471164704
96,0.07137224654687775,0.06935298675298691
97,0.06794499152236515,0.06942576336860656
98,0.06933899189697372,0.07053203499317169
99,0.07198665212260352,0.06389269465208054
100,0.06883247535096275,0.07345211473107338
101,0.06906992382473416,0.06687585651874542
102,0.06812670613659753,0.06406080812215804
103,0.06827769546045197,0.07081289038062095
104,0.06796993285417557,0.07173215210437775
105,0.0696889711022377,0.06817506051063538
106,0.06707180839776992,0.06940136766433716
107,0.06819394867950015,0.07017525032162666
108,0.06615100338392788,0.06789522689580918
109,0.06838646390702989,0.06435415846109391
110,0.06756836536195543,0.07312091735005379
111,0.06773045578930113,0.07140882557630539
112,0.06714611799518268,0.06415224209427833
113,0.06680115518636173,0.06776786816120148
114,0.06853623729281955,0.06654148679971696
115,0.06671210788687071,0.07121887624263763
116,0.06594695621066624,0.07049812096357345
117,0.06804097614685695,0.0642632485628128
118,0.06733360314369202,0.06686914685368538
119,0.06701651239395141,0.06647991579771041
120,0.06793358966377046,0.06612862676382064
121,0.06653105835119884,0.07285614305734635
122,0.06451670479774475,0.0712047723531723
123,0.06587669655680656,0.06624641954898834
124,0.06529350207249324,0.06288513565063476
125,0.06615115245514445,0.06477827551960945
126,0.06621308016777039,0.06361654967069626
127,0.06427828272514872,0.0711317857503891
128,0.06406254046493107,0.06777868616580963
129,0.0654780607091056,0.06378665950894356
130,0.06314968519078361,0.06544948530197144
131,0.06518228781554435,0.06721332162618637
132,0.06392948784430821,0.06182305338978768
133,0.06429370242688391,0.06928621876239777
134,0.06410407899485694,0.061655914515256885
135,0.06407379237148497,0.06347613942623138
136,0.06364666651354896,0.06398743110895157
137,0.06346622769700157,0.061814608663320544
138,0.06221291484435399,0.06558913362026214
139,0.06405742223726378,0.061244381994009015
140,0.06510410337977938,0.06469573605060577
141,0.06238966279559665,0.06593553081154824
142,0.0640770169960128,0.06246422463655472
143,0.06379123475816514,0.06646198403835296
144,0.06228669127490785,0.061768656998872754
145,0.06304239945279227,0.06916935497522354
146,0.06180887414018313,0.06430682212114334
147,0.06388055448730787,0.06604245030879974
148,0.06328760259019003,0.061242243230342865
149,0.06288241062561671,0.06414280700683593
150,0.06254507832063569,0.05968911838531494
151,0.06213391227854623,0.06535923182964325
152,0.06383643895718787,0.061725773751735685
153,0.06132105177972052,0.05642659330368042
154,0.06066416168875165,0.06204038393497467
155,0.06300994838277499,0.06309601107239723
156,0.061382061504655416,0.06459337386488914
157,0.06300070378515456,0.05991372674703598
158,0.062183650059832465,0.05952704051136971
159,0.06320000037219789,0.06190605026483536
160,0.06039521438876788,0.059575897216796875
161,0.0605901462899314,0.0648542420566082
162,0.06026872797144784,0.06262929850816727
163,0.05984930160310533,0.06034075847268105
164,0.06131946306096183,0.06445104220509529
165,0.06360243074761497,0.06373841804265976
166,0.0601519725686974,0.06351979693770408
167,0.06161398676037788,0.060429894149303436
168,0.060155876477559406,0.05792231541872025
169,0.060966254459487064,0.05812818568944931
170,0.05984974438945452,0.059026714622974395
171,0.05884070663319694,0.062391704559326175
172,0.059718799071179496,0.059606903642416
173,0.059509316782156624,0.06223185113072395
174,0.06038927736547258,0.06633615493774414
175,0.06070861165391074,0.06158896869421005
176,0.06089639707406362,0.061119835883378985
177,0.06058459125624763,0.06356518632173538
178,0.05858112030227979,0.06390771690011024
179,0.05988390389084816,0.054307635992765425
180,0.05980709532565541,0.060352943658828734
181,0.060753237737549676,0.060425998985767365
182,0.05931735045380063,0.05622120627760887
183,0.05840985269678964,0.05923140621185303
184,0.059107124851809606,0.056780520647764204
185,0.058718104634020066,0.05918405050039292
