P0,P1,P2,P3,P4,P5,Q0,Q1,Q2,Q3,Q4,Q5,V0,V1,V2,V3,V4,V5,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5
-0.5,-0.8177762,-0.68566793,0.6816286,0.62360907,0.6419545,-0.30338743,-0.49785155,-0.77189195,0.6819406,0.6229933,0.6417752,1.05,1.05,1.07,0.99002135,0.99354994,1.0105991,0.0,-0.6057567,-0.7672142,-2.0827284,-2.660769,-2.5662415
-0.5,-0.8367795,-0.70551586,0.6500749,0.68975794,0.6425119,-0.31588015,-0.50115216,-0.80169505,0.65080833,0.6895076,0.64250576,1.05,1.05,1.07,0.99187136,0.9874447,1.0093915,0.0,-0.5513653,-0.7554326,-2.0124521,-2.7860963,-2.5697083
-0.5,-0.79789674,-0.67428005,0.58160836,0.65864515,0.676772,-0.26576543,-0.45442045,-0.81911016,0.58202183,0.6585943,0.67623544,1.05,1.05,1.07,0.99849284,0.99091023,1.0074846,0.0,-0.68217444,-1.0663629,-1.9635468,-2.859202,-2.8723292
-0.5,-0.84082055,-0.7162081,0.6606509,0.6394102,0.69676137,-0.30303967,-0.5077208,-0.82206243,0.66099256,0.6393861,0.696183,1.05,1.05,1.07,0.9915721,0.9912945,1.006078,0.0,-0.5909304,-0.8088789,-2.0405564,-2.7282913,-2.7250013
-0.5,-0.80131185,-0.6814231,0.5785342,0.649253,0.6991499,-0.2615891,-0.45592892,-0.83307624,0.5785727,0.6491825,0.69891346,1.05,1.05,1.07,0.9989215,0.9914882,1.0059129,0.0,-0.69062066,-1.0938373,-1.9624124,-2.8582098,-2.9390686
-0.5,-0.80827427,-0.6717309,0.6930008,0.58528453,0.6469031,-0.29298726,-0.49210855,-0.75924444,0.69292307,0.58544046,0.6467671,1.05,1.05,1.07,0.98957765,0.9969636,1.0108386,0.0,-0.63682353,-0.80509216,-2.1120708,-2.5932212,-2.5913384
-0.5,-0.7695603,-0.64489216,0.59648967,0.56475013,0.69998705,-0.23436171,-0.43625414,-0.80026495,0.5966437,0.56489205,0.69998705,1.05,1.05,1.07,0.99854636,0.9993979,1.007168,0.0,-0.78109246,-1.1962343,-2.02752,-2.7294867,-3.0008621
-0.50007236,-0.7236358,-0.5877458,0.5711514,0.5769336,0.6152837,-0.21880625,-0.39503253,-0.7397775,0.57213503,0.5770426,0.61425483,1.05,1.05,1.07,1.0008096,1.0000604,1.0135946,2.7671457e-10,-0.8228079,-1.277597,-2.0095525,-2.7532797,-2.8642154
-0.5000343,-0.721599,-0.57767236,0.5822106,0.60653394,0.5629112,-0.23365982,-0.39558014,-0.71155727,0.5827889,0.607117,0.56179154,1.05,1.05,1.07,0.9994774,0.99788004,1.0169735,0.0,-0.77940303,-1.1829797,-2.0083132,-2.758059,-2.6822968
-0.5,-0.7620367,-0.6359232,0.5691805,0.6061932,0.6716048,-0.23496325,-0.42379403,-0.7941619,0.56952554,0.6063279,0.6711316,1.05,1.05,1.07,1.0004674,0.9963238,1.0088152,0.0,-0.7714557,-1.2184659,-1.9828677,-2.8100014,-2.9577713
-0.5,-0.82705396,-0.69792426,0.6497803,0.6517211,0.6656564,-0.3000646,-0.49327385,-0.8038622,0.6499277,0.65118355,0.6651991,1.05,1.05,1.07,0.99247605,0.9908067,1.0083373,0.0,-0.59882843,-0.8310707,-2.0306873,-2.747034,-2.668861
-0.5,-0.83733594,-0.70464337,0.6507015,0.69505197,0.6362475,-0.31819695,-0.5011824,-0.79904985,0.6514237,0.6946907,0.6363772,1.05,1.05,1.07,0.99174273,0.987051,1.0098084,0.0,-0.54593724,-0.74309236,-2.010571,-2.7895703,-2.5489106
-0.5,-0.7248044,-0.5853796,0.5900223,0.5704713,0.6019983,-0.22526442,-0.40067887,-0.726014,0.59105647,0.5706975,0.6010671,1.05,1.05,1.07,0.99920636,1.0006576,1.0146966,0.0,-0.81091034,-1.2219231,-2.0323477,-2.7123876,-2.7913718
-0.5000962,-0.77382123,-0.650678,0.5789335,0.5921443,0.69998705,-0.23674032,-0.43474331,-0.8109533,0.5791099,0.59244686,0.69979125,1.05,1.05,1.07,0.9997048,0.9969849,1.006815,0.0,-0.7681448,-1.2069383,-1.995664,-2.7899847,-3.0121224
-0.5020045,-0.81644154,-0.7092765,0.69275033,0.6008769,0.6778087,-0.30086428,-0.51328516,-0.7873143,0.6926508,0.60091746,0.678518,1.05,1.05,1.07,0.98926085,0.9950751,1.0082626,0.0,-0.633477,-0.73447794,-2.1115289,-2.6223216,-2.6302829
-0.5,-0.7700045,-0.6419898,0.5767869,0.6287854,0.65411013,-0.24792631,-0.43153757,-0.78937846,0.57734525,0.6286888,0.6535332,1.05,1.05,1.07,0.9994625,0.99428463,1.0097468,0.0,-0.73528874,-1.1462445,-1.9792922,-2.8202667,-2.8698046
