P0,P1,P2,P3,P4,P5,Q0,Q1,Q2,Q3,Q4,Q5,V0,V1,V2,V3,V4,V5,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5
-0.50148815,-0.8056847,-0.66644824,0.6704349,0.64416265,0.6038322,-0.3010919,-0.48343492,-0.75266397,0.6694318,0.6428959,0.6031798,1.05,1.05,1.07,0.99096066,0.9923038,1.0130534,6.0703456e-09,-0.6068335,-0.78943527,-2.0673733,-2.6875763,-2.5018258
-0.50348896,-0.796682,-0.6694687,0.6395885,0.6503057,0.62729377,-0.28755537,-0.47549295,-0.7735937,0.6387968,0.64701724,0.62651324,1.05,1.05,1.07,0.99382764,0.99184936,1.0112242,0.0,-0.6558975,-0.9033517,-2.0444305,-2.7617266,-2.6351337
-0.5,-0.7677014,-0.6356958,0.5636479,0.67652833,0.61286515,-0.25773466,-0.42656833,-0.7798776,0.5622755,0.6766499,0.61247146,1.05,1.05,1.07,1.0001754,0.9907329,1.0119058,4.4074655e-09,-0.7059519,-1.1101615,-1.9374952,-2.8872175,-2.766416
-0.50063956,-0.7877014,-0.6548196,0.6259023,0.62176096,0.644814,-0.26974934,-0.45787576,-0.77700645,0.624614,0.6207029,0.6433758,1.05,1.05,1.07,0.99533135,0.9945015,1.0104971,0.0,-0.680964,-0.99376667,-2.0224206,-2.7406166,-2.7276723
-0.5567003,-0.7275776,-0.6770901,0.6614052,0.65785074,0.59632903,-0.2748174,-0.5227642,-0.7383029,0.6528079,0.6414952,0.5928227,1.05,1.05,1.07,0.99228305,0.9907907,1.0141486,2.0744562e-08,-0.97025186,-1.1200883,-2.3074236,-2.9443998,-2.7524853
-0.50440115,-0.7557597,-0.6166916,0.649441,0.59438556,0.58340675,-0.2630173,-0.44271055,-0.7180723,0.64739376,0.59353685,0.58354455,1.05,1.05,1.07,0.99379975,0.99790686,1.0155429,1.5613139e-09,-0.72898436,-0.9902887,-2.0843089,-2.6741056,-2.5803287
-0.5015551,-0.76957905,-0.6302875,0.62975824,0.6191098,0.60368913,-0.26745933,-0.44527465,-0.743475,0.62817484,0.6182328,0.6010944,1.05,1.05,1.07,0.9951541,0.9954804,1.0137178,0.0,-0.7019016,-0.99610066,-2.04217,-2.7240672,-2.634124
-0.5,-0.8092387,-0.671727,0.63870364,0.6809191,0.60727197,-0.30208802,-0.47571605,-0.77085876,0.6378052,0.68038255,0.60621434,1.05,1.05,1.07,0.9932859,0.98931104,1.0123338,1.3784915e-08,-0.5936754,-0.82172,-2.0070832,-2.7775,-2.5459487
-0.5005503,-0.8073064,-0.6686532,0.64394313,0.68111765,0.59871364,-0.3030103,-0.47585863,-0.7636563,0.64290905,0.67995155,0.5966423,1.05,1.05,1.07,0.9928695,0.9893716,1.0129052,9.382367e-10,-0.5941908,-0.8088939,-2.0149875,-2.7667513,-2.5099223
-0.5007056,-0.7604614,-0.61874145,0.6185392,0.64530164,0.56411356,-0.27068058,-0.43512052,-0.7255548,0.6162365,0.64574265,0.5637907,1.05,1.05,1.07,0.9959224,0.993533,1.0162454,9.745658e-10,-0.68499947,-0.9813093,-2.0097601,-2.759962,-2.551641
-0.64697295,-0.71673006,-0.71872336,0.69996595,0.67423403,0.5907776,-0.2935952,-0.5895039,-0.7550943,0.69996595,0.6993489,0.6059934,1.0500001,1.0500002,1.0700002,0.98785853,0.98806787,1.0138451,2.1461096e-07,-1.3040103,-1.2655926,-2.6096525,-3.0986018,-3.0504484
-0.501237,-0.7768497,-0.63466316,0.64375645,0.61141646,0.6067934,-0.2724026,-0.45281714,-0.7429892,0.64285874,0.6120107,0.6066215,1.05,1.05,1.07,0.9940469,0.99587846,1.0134659,8.248985e-10,-0.6860467,-0.9572189,-2.0546842,-2.6949599,-2.6185162
-0.5,-0.8157766,-0.6890862,0.6418934,0.65842897,0.652428,-0.29550654,-0.48103225,-0.7958842,0.64248705,0.65810275,0.64813495,1.05,1.05,1.07,0.99330914,0.9904881,1.0094256,0.0,-0.5874613,-0.84129184,-2.0298223,-2.7524385,-2.6631765
