P0,P1,P2,P3,P4,P5,Q0,Q1,Q2,Q3,Q4,Q5,V0,V1,V2,V3,V4,V5,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5
-0.5,-0.74044275,-0.6060169,0.56330323,0.6314391,0.60809267,-0.23531267,-0.4054302,-0.75533086,0.5619702,0.62798756,0.6105686,1.05,1.05,1.07,1.0008692,0.99533075,1.0128875,1.9563438e-09,-0.77007276,-1.1964791,-1.9690175,-2.8374703,-2.807918
-0.50006396,-0.80773735,-0.6731632,0.6309926,0.6760398,0.6186811,-0.2961052,-0.47380143,-0.7778748,0.6312431,0.6766118,0.61811435,1.05,1.05,1.07,0.99394846,0.98941463,1.0114981,0.0,-0.60760057,-0.86121136,-2.006956,-2.7900467,-2.5917222
-0.5,-0.80433786,-0.66825134,0.64790934,0.6260741,0.6425892,-0.28576598,-0.47480145,-0.7747492,0.6486363,0.62649465,0.642362,1.05,1.05,1.07,0.99298793,0.99374324,1.0105208,0.0,-0.643393,-0.89911705,-2.0470288,-2.7185564,-2.655475
-0.5000762,-0.73616993,-0.5988469,0.59071285,0.5832372,0.61294085,-0.23242964,-0.40978718,-0.7387758,0.59036803,0.5842584,0.6126786,1.05,1.05,1.07,0.9991135,0.99926174,1.0135577,0.0,-0.7926806,-1.193766,-2.0190678,-2.7448392,-2.7991188
-0.5,-0.7967135,-0.66670126,0.6354533,0.5971344,0.67637163,-0.26956803,-0.4668132,-0.78961927,0.6366261,0.59759104,0.6761898,1.05,1.05,1.07,0.9944587,0.9962393,1.0084162,4.0216146e-09,-0.69204295,-0.9988742,-2.0459764,-2.711355,-2.8014152
-0.5,-0.7542546,-0.62255096,0.58879703,0.5968444,0.6425336,-0.23863497,-0.423189,-0.7662673,0.5878875,0.5959975,0.6416716,1.05,1.05,1.07,0.99904245,0.99752265,1.011136,0.0,-0.76304716,-1.170845,-2.006041,-2.7648463,-2.8485258
-0.5005832,-0.74005044,-0.59608364,0.6141027,0.59605765,0.5808381,-0.24767569,-0.42168367,-0.71900856,0.61410946,0.59569156,0.5817895,1.05,1.05,1.07,0.99685323,0.9982851,1.0156716,1.219213e-10,-0.7553933,-1.0897148,-2.0406547,-2.7063956,-2.6530461
-0.50014454,-0.7742108,-0.64560556,0.573981,0.6455939,0.64761394,-0.25443116,-0.433465,-0.7919384,0.57388324,0.64572847,0.64775014,1.05,1.05,1.07,0.9994471,0.99277645,1.0098505,0.0,-0.7167344,-1.1254503,-1.9642766,-2.8477247,-2.846449
-0.5009955,-0.78041273,-0.6455206,0.5985342,0.6950933,0.57892585,-0.28374764,-0.4464602,-0.75894576,0.5988941,0.6949311,0.5798473,1.05,1.05,1.07,0.99673927,0.9886174,1.014138,4.3336152e-09,-0.6442833,-0.9524666,-1.9717388,-2.8390667,-2.5733404
-0.64697295,-0.73315185,-0.68937105,0.69996595,0.69020087,0.61156684,-0.296405,-0.5777851,-0.7861966,0.69996595,0.6867161,0.60778695,1.05,1.05,1.07,0.98785853,0.9869062,1.0118791,0.0,-1.3040103,-1.431862,-2.6096525,-3.3524215,-3.1581619
-0.5004029,-0.77325183,-0.6482318,0.593487,0.5892436,0.6885501,-0.24251485,-0.4394636,-0.7983097,0.5946849,0.5895438,0.68785745,1.05,1.05,1.07,0.99838334,0.99719256,1.0078164,5.667716e-09,-0.75497943,-1.1646228,-2.0140016,-2.7624466,-2.9502234
-0.50609356,-0.81199,-0.68870324,0.66747814,0.63028127,0.652517,-0.29893902,-0.49353153,-0.7824284,0.66802704,0.6295364,0.65077627,1.05,1.05,1.07,0.9910493,0.9930099,1.0098648,4.515141e-09,-0.6451289,-0.81935257,-2.076343,-2.709144,-2.629698
-0.5,-0.7282363,-0.5911266,0.5641496,0.5960996,0.61608475,-0.22268835,-0.3967474,-0.74550706,0.56335413,0.59616363,0.61514807,1.05,1.05,1.07,1.0013338,0.99831486,1.0132997,2.894908e-09,-0.8056536,-1.2684774,-1.9913466,-2.795745,-2.86283
-0.500374,-0.7682146,-0.6298822,0.6066516,0.6455763,0.59556276,-0.26699096,-0.43693596,-0.74970526,0.6053519,0.64555645,0.5965063,1.05,1.05,1.07,0.99678093,0.9932666,1.0138052,3.3181904e-10,-0.69136554,-1.0109328,-2.003967,-2.786006,-2.6441793
-0.5,-0.7936076,-0.65800864,0.6089663,0.6541697,0.63580936,-0.27460888,-0.45725662,-0.7900012,0.6095087,0.65713745,0.636947,1.05,1.05,1.07,0.9960543,0.9918727,1.0107324,0.0,-0.6746424,-0.9630976,-1.9946142,-2.7915244,-2.7087965
-0.5001812,-0.7549712,-0.6108656,0.61208296,0.63980305,0.5650614,-0.2649896,-0.42857343,-0.72388697,0.61216354,0.6395819,0.5646861,1.05,1.05,1.07,0.9964135,0.99434346,1.0162177,0.0,-0.702342,-1.0085639,-2.0147147,-2.756209,-2.568303
-0.5,-0.7650515,-0.6314095,0.6004815,0.6140907,0.63320935,-0.25299895,-0.43254286,-0.76616764,0.59942436,0.61426675,0.63306296,1.05,1.05,1.07,0.9977424,0.99576205,1.0115132,0.0,-0.7293449,-1.0976427,-2.0115788,-2.7709498,-2.774882
-0.5,-0.7756287,-0.6432409,0.5832667,0.65842795,0.6256786,-0.2622043,-0.43751377,-0.7787306,0.5835879,0.6590058,0.62605727,1.05,1.05,1.07,0.99855053,0.9917749,1.0113492,1.6974211e-09,-0.69551396,-1.0684863,-1.972647,-2.8386154,-2.7562256
-0.50059974,-0.72910535,-0.58688295,0.59703046,0.6003793,0.5741356,-0.23984504,-0.40763092,-0.7144853,0.59713763,0.59965235,0.5747168,1.05,1.05,1.07,0.9983619,0.9982028,1.0162607,4.50182e-09,-0.77157134,-1.1433649,-2.0223186,-2.736588,-2.6802173
-0.5284399,-0.80773854,-0.7284509,0.69996595,0.6632838,0.64029276,-0.32409433,-0.5421332,-0.78038585,0.69996595,0.6658058,0.6391276,1.05,1.05,1.07,0.98785853,0.98962796,1.0100197,6.023526e-09,-0.7104441,-0.6841928,-2.191287,-2.7694767,-2.5552497
-0.5,-0.7577486,-0.6241519,0.56841797,0.6581228,0.60616684,-0.25195763,-0.42100263,-0.76446277,0.5684897,0.6582477,0.6064422,1.05,1.05,1.07,0.99998635,0.992355,1.0127965,8.355379e-10,-0.7216603,-1.1214626,-1.9594575,-2.85464,-2.7568173
-0.5006511,-0.7291547,-0.58505213,0.61202484,0.56558657,0.5927359,-0.23432845,-0.40925288,-0.71532136,0.61123455,0.56668717,0.59282243,1.05,1.05,1.07,0.99752146,1.0010358,1.0153553,6.0932637e-09,-0.79085654,-1.1535308,-2.05134,-2.6817002,-2.7206733
-0.5000362,-0.8004184,-0.674984,0.61386335,0.60862315,0.69998705,-0.26326382,-0.46252102,-0.81372774,0.6139641,0.6089158,0.6990969,1.05,1.05,1.07,0.9964084,0.9950802,1.0065696,0.0,-0.6973797,-1.0513451,-2.024491,-2.763215,-2.9059582
-0.50022745,-0.76771784,-0.6357428,0.57646745,0.653167,0.6226584,-0.2562241,-0.42974594,-0.7758792,0.5766483,0.6528219,0.62393063,1.05,1.05,1.07,0.999184,0.9924502,1.0115899,1.9862652e-09,-0.71109855,-1.1080617,-1.9675448,-2.8408575,-2.7761173
